createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
12/16/2020 09:59:11,gridshot,10,9mm,0,v0.96.5.3-3201,86.05769,81,97,94,76,100,80,82,85,329.346677130161,335.955005444978,295.443948957655,297.175253026626,369.980645595453,262.03506905692,397.271434783936,408.886571248372,330.835386796431,182,208,2.987887,179,
12/16/2020 09:46:32,gridshot,10,9mm,0,v0.96.5.3-3201,81.09244,78,78,84,81,69,86,86,100,305.651499140448,320.79302406311,305.378918378781,299.624193191528,301.151569366455,364.873070610894,327.552927652995,284.474156697591,254.254164123535,196,238,3.22159743,193,
12/16/2020 09:45:23,gridshot,10,9mm,0,v0.96.5.3-3201,82.14286,76,81,87,80,100,83,88,100,319.033489973649,350.421463376,323.721997942243,308.378479466294,323.755029795121,228.995727539063,320.859530639648,300.877044677734,221.818079630534,187,224,3.07148623,184,
12/16/2020 09:44:15,gridshot,10,9mm,0,v0.96.5.3-3201,77.92207,76,70,74,91,100,100,100,73,327.015352291531,322.693193875826,359.19792901902,354.723700023833,286.605161031087,268.343680245536,264.481333414714,243.402529907227,346.631858825684,183,231,3.00467944,180,
12/16/2020 09:43:04,gridshot,10,9mm,0,v0.96.5.3-3201,83.91305,86,81,86,80,100,100,80,82,305.689656628228,304.847323608398,329.380746138723,299.565186966297,304.422731781006,243.148319244385,241.624599456787,288.500480651855,325.538572523329,196,230,3.2216742,193,
12/16/2020 09:41:54,gridshot,10,9mm,0,v0.96.5.3-3201,80.63063,74,84,83,81,100,100,83,71,328.880927996928,346.558960785737,291.228112710489,330.608890622161,328.090428001002,295.375564575195,248.650367736816,359.299032592773,419.839733886719,182,222,2.98801112,179,
12/16/2020 09:40:46,gridshot,10,9mm,0,v0.96.5.3-3201,86.54708,87,92,86,81,100,100,80,86,305.355338773579,288.208838089653,293.56691148546,317.45102596283,323.435927046106,236.600463867188,309.29892578125,353.404922485352,297.921493530273,196,223,3.22166729,193,
12/16/2020 07:46:30,gridshot,10,9mm,0,v0.96.5.3-3201,81.3043442,78,79,81,90,50,78,100,83,315.190447475821,328.899823452564,330.560967935098,321.482371161966,272.289348705395,498.919479370117,350.461946759905,279.946391296387,281.901058959961,190,230,3.121552,187,
12/16/2020 07:45:16,gridshot,10,9mm,0,v0.96.5.3-3201,82.25108,83,78,81,81,100,86,100,100,310.403673111765,305.429044615548,329.907195552703,319.452910928165,309.017960568692,302.720947265625,310.752742767334,243.689128875732,225.950317382813,193,231,3.17156124,190,
12/16/2020 07:44:02,gridshot,10,9mm,0,v0.96.5.3-3201,78.44828,81,77,89,72,88,100,100,38,322.660511561803,311.358530317034,335.590047063054,298.911650686553,345.114797910054,283.772942679269,264.460411071777,206.177725219727,666.554901123047,185,232,3.03796268,182,
12/16/2020 07:42:27,gridshot,10,9mm,0,v0.96.5.3-3201,84.8888855,84,83,91,80,100,86,100,100,308.241505368218,296.173021844093,329.155492738236,300.143370003536,321.115484359417,273.082833426339,310.278104146322,278.643009185791,257.513264973958,194,225,3.18822575,191,
12/16/2020 07:39:54,gridshot,10,9mm,0,v0.96.5.3-3201,83.47826,84,84,85,83,80,91,64,90,307.732429384561,316.010349273682,311.281983131586,303.191089739118,290.178496531951,342.867792765299,272.200610351562,380.296720232282,287.583333333333,195,230,3.20500636,192,
12/16/2020 07:38:40,gridshot,10,9mm,0,v0.96.5.3-3201,84.6491241,83,80,80,89,92,100,100,100,305.64925127573,312.213291266026,321.947556515958,327.813632202148,287.02947925386,301.136918385824,265.874127705892,253.532608032227,253.781483968099,196,228,3.22175646,193,
12/16/2020 07:35:57,gridshot,10,9mm,0,v0.96.5.3-3201,79.91071,78,88,78,80,90,73,78,67,329.808552576843,349.635551452637,308.538824898856,341.392291420384,324.260870031408,270.183417426215,331.364965438843,322.399141584124,400.199025472005,182,224,2.98797441,179,
12/16/2020 07:34:19,gridshot,10,9mm,0,v0.96.5.3-3201,82.48848,87,79,75,83,91,92,88,75,328.528684221833,306.225635626377,358.327395790502,344.734107688621,321.7594165802,280.728343200684,312.728924837979,312.533785138811,394.581260681152,182,217,2.987939,179,
12/16/2020 07:33:07,gridshot,10,9mm,0,v0.96.5.3-3201,78.125,80,79,77,86,64,78,54,80,337.620027640207,331.86822275015,317.3948431576,324.915141805013,329.356695629301,387.167364937919,347.91323198591,533.123990740095,323.353260040283,178,224,2.92129683,175,
12/16/2020 07:31:22,gridshot,10,9mm,0,v0.96.5.3-3201,85.99034,75,87,98,87,69,91,100,87,330.218455968278,363.78689251524,322.12494913737,291.647767678285,314.928380792791,498.599099053277,332.716546630859,306.134416852679,320.999992957482,181,207,2.97131872,178,
12/16/2020 07:30:04,gridshot,10,9mm,0,v0.96.5.3-3201,83.58209,84,81,89,78,80,86,100,86,350.22396391914,357.668380737305,373.070608825684,324.785292434692,377.347892174354,385.113265991211,303.386177062988,291.733825683594,293.087572733561,171,201,2.804449,168,
12/15/2020 13:23:31,gridshot,10,9mm,0,v0.96.5.3-3201,84.27948,94,83,77,86,100,82,86,50,305.140327255961,280.377092776091,298.267543591951,335.921976862727,298.234332084656,284.088439941406,318.004248725043,302.180374145508,536.753392537435,195,229,3.22178078,193,
12/15/2020 13:22:23,gridshot,10,9mm,0,v0.96.5.3-3201,81.69643,87,86,78,77,100,82,67,80,321.003511022349,309.58192715115,292.154683113098,332.036531448364,355.436589833853,212.859507969448,300.679372151693,423.8304271698,322.299641927083,186,224,3.054563,183,
12/15/2020 13:21:14,gridshot,10,9mm,0,v0.96.5.3-3201,81.4159241,72,83,88,85,67,100,82,93,317.507508899855,363.368761170585,298.037418619792,290.807353144107,299.546224212647,404.702438354492,267.905412153764,354.708402845595,276.010547344501,187,226,3.07141852,184,
12/15/2020 13:20:05,gridshot,10,9mm,0,v0.96.5.3-3201,86.69725,81,85,88,93,100,50,87,100,311.320705272533,338.664420734752,320.575225524902,304.351315634591,267.906407674154,324.571963500977,564.551513671875,324.536237276517,202.558135986328,192,218,3.15499973,189,
12/15/2020 13:18:30,gridshot,10,9mm,0,v0.96.5.3-3201,88.68778,85,92,92,88,100,79,88,89,299.615719269733,299.860523397272,294.830858118394,296.855437384711,309.340106964111,262.739181518555,314.878090598367,330.079899379185,290.541131973267,199,221,3.27188182,196,
12/15/2020 13:16:54,gridshot,10,9mm,0,v0.96.5.3-3201,83.9449539,85,83,82,80,100,100,83,89,321.483776071684,318.604575879646,322.539685440063,321.476296561105,361.055025482178,248.800537109375,248.44841003418,289.879672241211,282.81934928894,186,218,3.05465221,183,
12/15/2020 13:14:36,gridshot,10,9mm,0,v0.96.5.3-3201,90.14085,92,84,91,95,73,92,100,88,305.619088967641,294.65091526762,344.651686797271,299.874914353894,294.04403388791,356.288059234619,271.796850840251,289.513515472412,294.292044503348,195,213,3.205056,192,
12/15/2020 13:13:27,gridshot,10,9mm,0,v0.96.5.3-3201,86.7579956,90,86,88,87,71,90,75,80,308.582676255076,293.51766526964,307.619556172689,306.510903291924,304.775599106498,423.453790283203,304.634097629123,397.555786132813,338.054403305054,193,219,3.17141151,190,
12/15/2020 13:11:55,gridshot,10,9mm,0,v0.96.5.3-3201,82.27273,86,86,79,84,67,83,100,79,324.118068505387,301.563384803566,309.744686974419,340.194173039617,336.95685848113,390.351509094238,302.089059448242,301.776962280273,321.322468150746,184,220,3.02136016,181,
12/15/2020 13:10:35,gridshot,10,9mm,0,v0.96.5.3-3201,83.72093,84,82,84,87,78,89,82,82,326.700681050618,343.702073380754,328.575396219889,331.868275233677,326.080546061198,335.702178955078,255.564754486084,333.500681559245,294.729695638021,183,215,3.0047338,180,
12/15/2020 13:09:23,gridshot,10,9mm,0,v0.96.5.3-3201,84.5454559,87,90,73,86,69,100,100,89,315.427146665512,295.151291342343,306.902089436849,371.426963329315,298.810672834808,373.274381849501,266.135340372721,273.80140346951,344.916528701782,189,220,3.10481358,186,
12/15/2020 13:08:16,gridshot,10,9mm,0,v0.96.5.3-3201,83.4862442,80,83,92,81,75,80,86,100,323.316600254604,347.931340111627,327.626182154605,271.102478463309,341.734755820416,334.738108317057,348.522296905518,313.353327433268,232.734426879883,185,218,3.03805351,182,
12/15/2020 13:07:03,gridshot,10,9mm,0,v0.96.5.3-3201,83.1818161,77,86,83,80,100,90,88,89,321.197005558535,372.491251352671,314.280054892263,311.832328033447,325.606597900391,266.874930487739,303.729665120443,298.828251429967,253.211109161377,186,220,3.05274367,183,
12/15/2020 13:05:56,gridshot,10,9mm,0,v0.96.5.3-3201,82.72727,86,84,79,80,100,83,77,86,323.311903817313,309.831851959229,326.47233581543,337.95211398217,330.052475758088,261.191699981689,326.599401855469,337.194822692871,315.790192921956,185,220,3.03796577,182,
12/15/2020 13:02:16,gridshot,10,9mm,0,v0.96.5.3-3201,80.542984,91,80,87,79,61,75,77,67,329.60342636537,288.063610458374,330.232851134406,326.984193068284,341.888214837937,417.817783702504,350.442713419596,325.887760925293,367.220830281576,181,221,2.971281,178,
12/15/2020 13:00:30,gridshot,10,9mm,0,v0.96.5.3-3201,76.16823,70,79,81,75,67,75,100,80,361.506602655891,378.957643609298,354.167310361509,336.663813139263,372.977399725663,438.436945597331,375.680145263672,264.285076141357,356.494829177856,166,214,2.72086883,163,
12/15/2020 12:59:22,gridshot,10,9mm,0,v0.96.5.3-3201,83.11688,81,86,86,81,70,80,100,100,306.975277105967,298.829897673234,301.013323465983,304.455258018092,314.377599633258,340.254512241908,319.635377883911,269.554400634766,358.409140014648,195,231,3.20487642,192,
12/15/2020 12:58:14,gridshot,10,9mm,0,v0.96.5.3-3201,82.09607,82,86,85,82,78,70,100,64,310.694422518953,319.50517539978,305.913688312877,318.892649332682,294.192064921061,306.654970441546,354.111376081194,229.681804656982,357.998609815325,191,229,3.1382103,188,
12/15/2020 12:56:54,gridshot,10,9mm,0,v0.96.5.3-3201,76.4976959,71,85,83,70,89,79,80,75,353.517381185508,382.75749124063,294.412893567767,320.305725708008,396.257494790214,277.076988220215,331.108409534801,317.826093673706,460.222040812175,169,217,2.77099967,166,
12/15/2020 12:55:45,gridshot,10,9mm,0,v0.96.5.3-3201,80.97345,77,93,86,70,88,86,88,89,321.838402586557,334.399608612061,273.015527795862,307.231628417969,368.359834892805,316.442391531808,281.137135823568,307.656733921596,307.193534851074,186,226,3.05478621,183,
12/15/2020 12:54:36,gridshot,10,9mm,0,v0.96.5.3-3201,80.39216,88,86,90,74,67,77,64,80,359.551403324778,330.295081560002,329.617440795898,293.342360863319,424.814495218211,409.512980143229,380.674464416504,443.136423110962,358.971040725708,167,204,2.73768258,164,
12/15/2020 12:52:48,gridshot,10,9mm,0,v0.96.5.3-3201,81.4371262,78,79,89,83,80,90,100,67,426.715160594267,500.867961883545,389.419431333189,389.329402287801,382.172232376902,484.350605010986,394.077511257595,297.465759277344,435.486529032389,139,167,2.27011776,136,
